id.tender;id.lot;date;id.procurer;id.bidder;cpv;good;procedure;threshold;count;expected.value;round.0;round.3;quantity;measurement
UA-2016-03-03-000245-c;UA-2016-03-03-000245-c-L1;03.03.2016;20209802;25394112;30100000-0 Офісні техніка, устаткування та приладдя, крім комп’ютерів, принтерів та меблів;Папір ксероксний;Допорогова закупівля;Допороги;4;6804;5900;5500;80;пачок
UA-2016-03-03-000074-a;UA-2016-03-03-000074-a-L1;03.03.2016;26315089;36265773;30197600-2 Оброблені папір і картон;Папір офісний А4 80 г/м2 500 арк./пачк (код ДК 016:2010-17.23.1).;Допорогова закупівля;Допороги;3;1440;1104;1104;16;пачок
UA-2016-03-04-000165-c;UA-2016-03-04-000165-c-L1;04.03.2016;38717453;36474294;30197630-1 Папір для друку;папір офісний друкарський А4 (пач.- 500л.) 80 г/кв.м;Допорогова закупівля;Допороги;6;1100;1050;1005;15;пачок
UA-2016-03-07-000028-b;UA-2016-03-07-000028-b-L1;07.03.2016;5497361;37302187;30197630-1 Папір для друку;: Папір формату А4 ,80Г/М2, 500 арк/уп, клас «С»;Допорогова закупівля;Допороги;4;4000;3849;3711;55;пачок
UA-2016-03-07-000015-c;UA-2016-03-07-000015-c-L1;07.03.2016;2006076;14236166;30197000-6 Дрібне канцелярське приладдя;папір формату А-4;Допорогова закупівля;Допороги;6;10000;7678;7072;110;пачок
UA-2016-03-09-000295-b;UA-2016-03-09-000295-b-L1;09.03.2016;1981655;23702466;30192700-8 Канцелярські товари;Офісний папір формат А-4, 500 аркушів, 80 г/м2  20 шт. Доставка за адресою м. Київ, вул. Ентузіастів, 49;Допорогова закупівля;Допороги;3;1400;1390;1349;20;штуки
UA-2016-03-09-000126-a;UA-2016-03-09-000126-a-L1;09.03.2016;3566245;36655081;30197630-1 Папір для друку;"17.23.1 Вироби канцелярські, паперові
Папір офісний білий призначений для друку та копіювання на лазерній техніці 500 аркушів в пачці, 80г/м2, формат А4";Допорогова закупівля;Допороги;3;2500;2450;2400;35;штуки
UA-2016-03-09-000335-b;UA-2016-03-09-000335-b-L1;09.03.2016;35527334;25394112;30197630-1 Папір для друку;Папір формату А-4;Допорогова закупівля;Допороги;2;1500;1424;1380;20;пачок
UA-2016-03-09-000171-c;UA-2016-03-09-000171-c-L1;09.03.2016;1998302;2895921567;30197600-2 Оброблені папір і картон;Папір офісний формату А4 ,який повинен відповідати діючим стандартам,технічним умовам;Допорогова закупівля;Допороги;7;10000;8645;8645;130;пачок
UA-2016-03-09-000112-a;UA-2016-03-09-000112-a-L1;09.03.2016;5496827;23702466;30197630-1 Папір для друку;папір для друку формату А4, клас С, щільність 80 г/м2, непрозорість 90 %;Допорогова закупівля;Допороги;6;2000;1725;1704;25;пачок
UA-2016-03-09-000123-c;UA-2016-03-09-000123-c-L1;09.03.2016;24815706;25394112;30197630-1 Папір для друку;Папір формату А-4;Допорогова закупівля;Допороги;5;13200;11562;11395;164;пачок
UA-2016-03-09-000176-b;UA-2016-03-09-000176-b-L1;09.03.2016;23929891;39512284;30199110-4 Копіювальний папір;Папір офісний А4, 80 г/м3;Допорогова закупівля;Допороги;3;5000;4320;4299;60;пачок
UA-2016-03-09-000174-c;UA-2016-03-09-000174-c-L1;09.03.2016;3188636;25394112;30197000-6 Дрібне канцелярське приладдя;Папір  офісний, білий для двустороннього друку ( формат А4 по 500 арк./пач.);Допорогова закупівля;Допороги;2;4500;3546;3528;50;штуки
UA-2016-03-10-000002-c;UA-2016-03-10-000002-c-L1;10.03.2016;38309434;30750577;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір ксероксний;Допорогова закупівля;Допороги;3;5314;5239;5183;75;пачок
UA-2016-03-10-000088-b;UA-2016-03-10-000088-b-L1;10.03.2016;2070832;25551379;30197630-1 Папір для друку;Папір офісний (багатофункціональний для чорно-білого друку на лазерних принтерах) А4 - 80гр./м кв., в пачці - 500 аркушів - 350 пачок;Допорогова закупівля;Допороги;5;26250;24500;23795;350;штуки
UA-2016-03-10-000139-b;UA-2016-03-10-000139-b-L1;10.03.2016;22569930;25394112;30197630-1 Папір для друку;Папір офісний А4-80г/м.кв;Допорогова закупівля;Допороги;5;1600;1480;1330;20;пачок
UA-2016-03-10-000061-c;UA-2016-03-10-000061-c-L1;10.03.2016;37885220;3278501571;30197630-1 Папір для друку;Папір  для друку білий, формат А4, 500 аркушів в пачці, щільність 80г/м2;Допорогова закупівля;Допороги;3;4800;4471;4220;60;пачок
UA-2016-03-11-000343-c;UA-2016-03-11-000343-c-L1;11.03.2016;25958804;25394112;22990000-6 Газетний папір, папір ручного виготовлення та інший некрейдований папір або картон для графічних цілей;Офісний папір А4 формату  щільність 80 гр. білизна 96 % в пачці 500 листів;Допорогова закупівля;Допороги;4;7400;6900;6798;100;пачок
UA-2016-03-11-000054-a;UA-2016-03-11-000054-a-L1;11.03.2016;32601378;32946972;30197630-1 Папір для друку;Папір для друку А-4  ZOOM  або аналог 15 пач. по 500 арк.;Допорогова закупівля;Допороги;4;1125;1035;1008;15;штуки
UA-2016-03-11-000141-a;UA-2016-03-11-000141-a-L1;11.03.2016;13322403;36474294;30197630-1 Папір для друку;папір А-4;Допорогова закупівля;Допороги;8;5500;5280;4910;73;пачок
UA-2016-03-11-000277-c;UA-2016-03-11-000277-c-L1;11.03.2016;32399360;2901023766;30197630-1 Папір для друку;Папір А4;Допорогова закупівля;Допороги;3;2700;2380;2310;35;пачок
UA-2016-03-12-000106-c;UA-2016-03-12-000106-c-L1;12.03.2016;38057086;25394112;30199000-0 Паперове канцелярське приладдя та інші паперові вироби;Папір А-4;Допорогова закупівля;Допороги;3;2100;2055;2035;30;пачок
UA-2016-03-12-000110-b;UA-2016-03-12-000110-b-L1;12.03.2016;1993865;25394112;30197630-1 Папір для друку;"Папір офісний формату А4, Клас С, 80г/м2 – 100 упаковок по 500 аркушів.
Дивитись додатки до оголошення:
Додаток №1 - Технічні (якісні) вимоги до товару.
Додаток № 2 – Вимоги до кваліфікації учасника.
Додаток №3 – Проект договору про закупівлю.
Додаток № 4 – Форма цінової пропозиції.";Допорогова закупівля;Допороги;2;7500;7002;6798;100;пачок
UA-2016-03-14-000055-c;UA-2016-03-14-000055-c-L1;14.03.2016;22110663;25551379;30197630-1 Папір для друку;"Папір формату А-4 офісна призначена для друку документів(ділове листування з партнерами і клієнтами, документи які друкуються для керівництва тощо ).
      Гарантує максимальну якість друку, може використовуватися до всіх технологіям друку, забезпечує кращу працездатність офісної техніки. Папір підходить для друку документів на високошвидкісних принтерах і копірах. Також  підходить як для одностороннього так і двостороннього друку (у т.ч. і  кольоровий). Папір не містить с мул та інших речовин, які негативно впливають на обладнання  та здоров’я персоналу офісу.

Папір  А-4:
-	 щільність паперу : 80-90 г/м2
-	 показник білого кольору не потрібен бути нижче 90%.
-     оптимальна вологість паперу 4,5- 4,7%, також значення забезпечує                    необхідне електричне  втручання.
-    електропровідність паперу
-	 гладкість паперу – 40%
-     кількість аркушів у пачки повинно бути 500 листів.
IQ economy the basic paper.80g/m .500xA4.Laser injekt copies.Колір -білий";Допорогова закупівля;Допороги;2;4300;4019;3715;57;пачок
